revenue_id,origination_id,partner_id,recognition_period,revenue_recognized_usd,cumulative_revenue_recognized_usd,recognition_method
REV-0002861,ORG-200863,PTR-001,2025-12,1317.39,1317.39,straight_line_fee_recognition
REV-0002862,ORG-200863,PTR-001,2026-01,1317.39,2634.78,straight_line_fee_recognition
REV-0002863,ORG-200864,PTR-001,2023-02,3589.07,3589.07,straight_line_fee_recognition
REV-0002864,ORG-200864,PTR-001,2023-03,3589.07,7178.14,straight_line_fee_recognition
REV-0002865,ORG-200865,PTR-005,2023-05,2093.61,2093.61,straight_line_fee_recognition
REV-0002866,ORG-200865,PTR-005,2023-06,2093.61,4187.22,straight_line_fee_recognition
REV-0002867,ORG-200865,PTR-005,2023-07,2093.61,6280.83,straight_line_fee_recognition
REV-0002868,ORG-200865,PTR-005,2023-08,2093.61,8374.44,straight_line_fee_recognition
REV-0002869,ORG-200866,PTR-006,2022-02,4575.46,4575.46,straight_line_fee_recognition
REV-0002870,ORG-200866,PTR-006,2022-03,4575.46,9150.92,straight_line_fee_recognition
REV-0002871,ORG-200866,PTR-006,2022-04,4575.46,13726.38,straight_line_fee_recognition
REV-0002872,ORG-200867,PTR-004,2023-11,965.31,965.31,straight_line_fee_recognition
REV-0002873,ORG-200867,PTR-004,2023-12,965.31,1930.62,straight_line_fee_recognition
REV-0002874,ORG-200868,PTR-006,2025-03,1786.4,1786.4,straight_line_fee_recognition
REV-0002875,ORG-200868,PTR-006,2025-04,1786.4,3572.8,straight_line_fee_recognition
REV-0002876,ORG-200868,PTR-006,2025-05,1786.4,5359.2,straight_line_fee_recognition
REV-0002877,ORG-200868,PTR-006,2025-06,1786.4,7145.6,straight_line_fee_recognition
REV-0002878,ORG-200868,PTR-006,2025-07,1786.4,8932.0,straight_line_fee_recognition
REV-0002879,ORG-200868,PTR-006,2025-08,1786.4,10718.4,straight_line_fee_recognition
REV-0002880,ORG-200869,PTR-003,2022-08,1098.4,1098.4,straight_line_fee_recognition
REV-0002881,ORG-200869,PTR-003,2022-09,1098.4,2196.8,straight_line_fee_recognition
REV-0002882,ORG-200869,PTR-003,2022-10,1098.4,3295.2,straight_line_fee_recognition
REV-0002883,ORG-200869,PTR-003,2022-11,1098.4,4393.6,straight_line_fee_recognition
REV-0002884,ORG-200870,PTR-006,2022-06,1409.23,1409.23,straight_line_fee_recognition
REV-0002885,ORG-200870,PTR-006,2022-07,1409.23,2818.46,straight_line_fee_recognition
REV-0002886,ORG-200870,PTR-006,2022-08,1409.23,4227.69,straight_line_fee_recognition
REV-0002887,ORG-200870,PTR-006,2022-09,1409.23,5636.92,straight_line_fee_recognition
REV-0002888,ORG-200870,PTR-006,2022-10,1409.23,7046.15,straight_line_fee_recognition
REV-0002889,ORG-200870,PTR-006,2022-11,1409.23,8455.38,straight_line_fee_recognition
REV-0002890,ORG-200871,PTR-006,2025-12,285.19,285.19,straight_line_fee_recognition
REV-0002891,ORG-200871,PTR-006,2026-01,285.19,570.38,straight_line_fee_recognition
REV-0002892,ORG-200871,PTR-006,2026-02,285.19,855.57,straight_line_fee_recognition
REV-0002893,ORG-200871,PTR-006,2026-03,285.19,1140.76,straight_line_fee_recognition
REV-0002894,ORG-200871,PTR-006,2026-04,285.19,1425.95,straight_line_fee_recognition
REV-0002895,ORG-200872,PTR-002,2022-01,1186.88,1186.88,straight_line_fee_recognition
REV-0002896,ORG-200872,PTR-002,2022-02,1186.88,2373.76,straight_line_fee_recognition
REV-0002897,ORG-200872,PTR-002,2022-03,1186.88,3560.64,straight_line_fee_recognition
REV-0002898,ORG-200872,PTR-002,2022-04,1186.88,4747.52,straight_line_fee_recognition
REV-0002899,ORG-200872,PTR-002,2022-05,1186.88,5934.4,straight_line_fee_recognition
REV-0002900,ORG-200872,PTR-002,2022-06,1186.88,7121.28,straight_line_fee_recognition
REV-0002901,ORG-200873,PTR-006,2026-01,2212.39,2212.39,straight_line_fee_recognition
REV-0002902,ORG-200873,PTR-006,2026-02,2212.39,4424.78,straight_line_fee_recognition
REV-0002903,ORG-200873,PTR-006,2026-03,2212.39,6637.17,straight_line_fee_recognition
REV-0002904,ORG-200873,PTR-006,2026-04,2212.39,8849.56,straight_line_fee_recognition
REV-0002905,ORG-200873,PTR-006,2026-05,2212.39,11061.95,straight_line_fee_recognition
REV-0002906,ORG-200873,PTR-006,2026-06,2212.39,13274.34,straight_line_fee_recognition
REV-0002907,ORG-200873,PTR-006,2026-07,2212.39,15486.73,straight_line_fee_recognition
REV-0002908,ORG-200874,PTR-004,2024-07,4676.44,4676.44,straight_line_fee_recognition
REV-0002909,ORG-200874,PTR-004,2024-08,4676.44,9352.88,straight_line_fee_recognition
REV-0002910,ORG-200875,PTR-005,2026-03,1038.85,1038.85,straight_line_fee_recognition
REV-0002911,ORG-200875,PTR-005,2026-04,1038.85,2077.7,straight_line_fee_recognition
REV-0002912,ORG-200875,PTR-005,2026-05,1038.85,3116.55,straight_line_fee_recognition
REV-0002913,ORG-200875,PTR-005,2026-06,1038.85,4155.4,straight_line_fee_recognition
REV-0002914,ORG-200875,PTR-005,2026-07,1038.85,5194.25,straight_line_fee_recognition
REV-0002915,ORG-200876,PTR-002,2023-05,583.32,583.32,straight_line_fee_recognition
REV-0002916,ORG-200876,PTR-002,2023-06,583.32,1166.64,straight_line_fee_recognition
REV-0002917,ORG-200876,PTR-002,2023-07,583.32,1749.96,straight_line_fee_recognition
REV-0002918,ORG-200877,PTR-001,2022-09,1126.46,1126.46,straight_line_fee_recognition
REV-0002919,ORG-200877,PTR-001,2022-10,1126.46,2252.92,straight_line_fee_recognition
REV-0002920,ORG-200878,PTR-004,2023-07,1323.55,1323.55,straight_line_fee_recognition
REV-0002921,ORG-200878,PTR-004,2023-08,1323.55,2647.1,straight_line_fee_recognition
REV-0002922,ORG-200878,PTR-004,2023-08,1323.55,3970.65,straight_line_fee_recognition
REV-0002923,ORG-200879,PTR-005,2025-07,2001.95,2001.95,straight_line_fee_recognition
REV-0002924,ORG-200879,PTR-005,2025-08,2001.95,4003.9,straight_line_fee_recognition
REV-0002925,ORG-200880,PTR-006,2024-12,1751.18,1751.18,straight_line_fee_recognition
REV-0002926,ORG-200880,PTR-006,2025-01,1751.18,3502.36,straight_line_fee_recognition
REV-0002927,ORG-200880,PTR-006,2025-02,1751.18,5253.54,straight_line_fee_recognition
REV-0002928,ORG-200881,PTR-005,2023-12,553.12,553.12,straight_line_fee_recognition
REV-0002929,ORG-200881,PTR-005,2024-01,553.12,1106.24,straight_line_fee_recognition
REV-0002930,ORG-200881,PTR-005,2024-02,553.12,1659.36,straight_line_fee_recognition
REV-0002931,ORG-200882,PTR-005,2022-10,1272.65,1272.65,straight_line_fee_recognition
REV-0002932,ORG-200882,PTR-005,2022-11,1272.65,2545.3,straight_line_fee_recognition
REV-0002933,ORG-200882,PTR-005,2022-12,1272.65,3817.95,straight_line_fee_recognition
REV-0002934,ORG-200882,PTR-005,2023-01,1272.65,5090.6,straight_line_fee_recognition
REV-0002935,ORG-200882,PTR-005,2023-02,1272.65,6363.25,straight_line_fee_recognition
REV-0002936,ORG-200883,PTR-002,2023-07,2162.84,2162.84,straight_line_fee_recognition
REV-0002937,ORG-200883,PTR-002,2023-08,2162.84,4325.68,straight_line_fee_recognition
REV-0002938,ORG-200884,PTR-004,2023-07,2665.34,2665.34,straight_line_fee_recognition
REV-0002939,ORG-200884,PTR-004,2023-08,2665.34,5330.68,straight_line_fee_recognition
REV-0002940,ORG-200884,PTR-004,2023-09,2665.34,7996.02,straight_line_fee_recognition
REV-0002941,ORG-200885,PTR-002,2024-06,1436.53,1436.53,straight_line_fee_recognition
REV-0002942,ORG-200885,PTR-002,2024-07,1436.53,2873.06,straight_line_fee_recognition
REV-0002943,ORG-200886,PTR-005,2025-03,974.54,974.54,straight_line_fee_recognition
REV-0002944,ORG-200886,PTR-005,2025-04,974.54,1949.08,straight_line_fee_recognition
REV-0002945,ORG-200886,PTR-005,2025-05,974.54,2923.62,straight_line_fee_recognition
REV-0002946,ORG-200887,PTR-004,2025-04,2536.34,2536.34,straight_line_fee_recognition
REV-0002947,ORG-200887,PTR-004,2025-05,2536.34,5072.68,straight_line_fee_recognition
REV-0002948,ORG-200888,PTR-006,2023-09,1567.3,1567.3,straight_line_fee_recognition
REV-0002949,ORG-200888,PTR-006,2023-10,1567.3,3134.6,straight_line_fee_recognition
REV-0002950,ORG-200888,PTR-006,2023-11,1567.3,4701.9,straight_line_fee_recognition
REV-0002951,ORG-200889,PTR-003,2025-05,813.1,813.1,straight_line_fee_recognition
REV-0002952,ORG-200889,PTR-003,2025-06,813.1,1626.2,straight_line_fee_recognition
REV-0002953,ORG-200889,PTR-003,2025-07,813.1,2439.3,straight_line_fee_recognition
REV-0002954,ORG-200890,PTR-001,2026-05,4978.14,4978.14,straight_line_fee_recognition
REV-0002955,ORG-200890,PTR-001,2026-06,4978.14,9956.28,straight_line_fee_recognition
REV-0002956,ORG-200890,PTR-001,2026-07,4978.14,14934.42,straight_line_fee_recognition
REV-0002957,ORG-200891,PTR-004,2023-01,1008.49,1008.49,straight_line_fee_recognition
REV-0002958,ORG-200891,PTR-004,2023-02,1008.49,2016.98,straight_line_fee_recognition
REV-0002959,ORG-200891,PTR-004,2023-03,1008.49,3025.47,straight_line_fee_recognition
REV-0002960,ORG-200892,PTR-002,2024-11,2381.86,2381.86,straight_line_fee_recognition
REV-0002961,ORG-200893,PTR-002,2025-03,4848.38,4848.38,straight_line_fee_recognition
REV-0002962,ORG-200893,PTR-002,2025-04,4848.38,9696.76,straight_line_fee_recognition
REV-0002963,ORG-200893,PTR-002,2025-05,4848.38,14545.14,straight_line_fee_recognition
REV-0002964,ORG-200894,PTR-004,2024-05,2071.0,2071.0,straight_line_fee_recognition
REV-0002965,ORG-200894,PTR-004,2024-06,2071.0,4142.0,straight_line_fee_recognition
REV-0002966,ORG-200894,PTR-004,2024-07,2071.0,6213.0,straight_line_fee_recognition
REV-0002967,ORG-200894,PTR-004,2024-08,2071.0,8284.0,straight_line_fee_recognition
REV-0002968,ORG-200895,PTR-005,2025-06,1245.64,1245.64,straight_line_fee_recognition
REV-0002969,ORG-200895,PTR-005,2025-07,1245.64,2491.28,straight_line_fee_recognition
REV-0002970,ORG-200895,PTR-005,2025-08,1245.64,3736.92,straight_line_fee_recognition
REV-0002971,ORG-200896,PTR-003,2022-01,2749.69,2749.69,straight_line_fee_recognition
REV-0002972,ORG-200896,PTR-003,2022-03,2749.69,5499.38,straight_line_fee_recognition
REV-0002973,ORG-200896,PTR-003,2022-03,2749.69,8249.07,straight_line_fee_recognition
REV-0002974,ORG-200897,PTR-001,2022-09,689.0,689.0,straight_line_fee_recognition
REV-0002975,ORG-200897,PTR-001,2022-10,689.0,1378.0,straight_line_fee_recognition
REV-0002976,ORG-200898,PTR-001,2023-07,668.16,668.16,straight_line_fee_recognition
REV-0002977,ORG-200898,PTR-001,2023-08,668.16,1336.32,straight_line_fee_recognition
REV-0002978,ORG-200898,PTR-001,2023-09,668.16,2004.48,straight_line_fee_recognition
REV-0002979,ORG-200898,PTR-001,2023-10,668.16,2672.64,straight_line_fee_recognition
REV-0002980,ORG-200899,PTR-004,2023-09,2589.82,2589.82,straight_line_fee_recognition
REV-0002981,ORG-200899,PTR-004,2023-10,2589.82,5179.64,straight_line_fee_recognition
REV-0002982,ORG-200899,PTR-004,2023-11,2589.82,7769.46,straight_line_fee_recognition
REV-0002983,ORG-200899,PTR-004,2023-12,2589.82,10359.28,straight_line_fee_recognition
REV-0002984,ORG-200899,PTR-004,2024-01,2589.82,12949.1,straight_line_fee_recognition
REV-0002985,ORG-200899,PTR-004,2024-02,2589.82,15538.92,straight_line_fee_recognition
REV-0002986,ORG-200899,PTR-004,2024-03,2589.82,18128.74,straight_line_fee_recognition
REV-0002987,ORG-200900,PTR-005,2024-12,8138.96,8138.96,straight_line_fee_recognition
REV-0002988,ORG-200900,PTR-005,2025-01,8138.96,16277.92,straight_line_fee_recognition
REV-0002989,ORG-200901,PTR-003,2023-03,770.37,770.37,straight_line_fee_recognition
REV-0002990,ORG-200901,PTR-003,2023-04,770.37,1540.74,straight_line_fee_recognition
REV-0002991,ORG-200901,PTR-003,2023-05,770.37,2311.11,straight_line_fee_recognition
REV-0002992,ORG-200902,PTR-005,2023-04,778.65,778.65,straight_line_fee_recognition
REV-0002993,ORG-200902,PTR-005,2023-05,778.65,1557.3,straight_line_fee_recognition
REV-0002994,ORG-200903,PTR-004,2024-10,904.96,904.96,straight_line_fee_recognition
REV-0002995,ORG-200903,PTR-004,2024-11,904.96,1809.92,straight_line_fee_recognition
REV-0002996,ORG-200904,PTR-006,2024-04,743.63,743.63,straight_line_fee_recognition
REV-0002997,ORG-200904,PTR-006,2024-05,743.63,1487.26,straight_line_fee_recognition
REV-0002998,ORG-200904,PTR-006,2024-06,743.63,2230.89,straight_line_fee_recognition
REV-0002999,ORG-200904,PTR-006,2024-07,743.63,2974.52,straight_line_fee_recognition
REV-0003000,ORG-200904,PTR-006,2024-08,743.63,3718.15,straight_line_fee_recognition
REV-0003001,ORG-200904,PTR-006,2024-09,743.63,4461.78,straight_line_fee_recognition
REV-0003002,ORG-200904,PTR-006,2024-10,743.63,5205.41,straight_line_fee_recognition
REV-0003003,ORG-200905,PTR-005,2024-03,1933.33,1933.33,straight_line_fee_recognition
REV-0003004,ORG-200906,PTR-002,2025-02,5840.78,5840.78,straight_line_fee_recognition
REV-0003005,ORG-200906,PTR-002,2025-03,5840.78,11681.56,straight_line_fee_recognition
REV-0003006,ORG-200906,PTR-002,2025-04,5840.78,17522.34,straight_line_fee_recognition
REV-0003007,ORG-200907,PTR-004,2026-05,404.67,404.67,straight_line_fee_recognition
REV-0003008,ORG-200907,PTR-004,2026-06,404.67,809.34,straight_line_fee_recognition
REV-0003009,ORG-200907,PTR-004,2026-07,404.67,1214.01,straight_line_fee_recognition
REV-0003010,ORG-200908,PTR-005,2023-05,650.88,650.88,straight_line_fee_recognition
REV-0003011,ORG-200908,PTR-005,2023-06,650.88,1301.76,straight_line_fee_recognition
REV-0003012,ORG-200909,PTR-004,2022-12,1883.51,1883.51,straight_line_fee_recognition
REV-0003013,ORG-200909,PTR-004,2023-01,1883.51,3767.02,straight_line_fee_recognition
REV-0003014,ORG-200909,PTR-004,2023-02,1883.51,5650.53,straight_line_fee_recognition
REV-0003015,ORG-200909,PTR-004,2023-03,1883.51,7534.04,straight_line_fee_recognition
REV-0003016,ORG-200909,PTR-004,2023-04,1883.51,9417.55,straight_line_fee_recognition
REV-0003017,ORG-200910,PTR-006,2023-03,1053.46,1053.46,straight_line_fee_recognition
REV-0003018,ORG-200910,PTR-006,2023-04,1053.46,2106.92,straight_line_fee_recognition
REV-0003019,ORG-200910,PTR-006,2023-05,1053.46,3160.38,straight_line_fee_recognition
REV-0003020,ORG-200910,PTR-006,2023-06,1053.46,4213.84,straight_line_fee_recognition
REV-0003021,ORG-200910,PTR-006,2023-07,1053.46,5267.3,straight_line_fee_recognition
REV-0003022,ORG-200910,PTR-006,2023-08,1053.46,6320.76,straight_line_fee_recognition
REV-0003023,ORG-200910,PTR-006,2023-09,1053.46,7374.22,straight_line_fee_recognition
REV-0003024,ORG-200911,PTR-004,2023-05,821.54,821.54,straight_line_fee_recognition
REV-0003025,ORG-200911,PTR-004,2023-06,821.54,1643.08,straight_line_fee_recognition
REV-0003026,ORG-200911,PTR-004,2023-07,821.54,2464.62,straight_line_fee_recognition
REV-0003027,ORG-200911,PTR-004,2023-08,821.54,3286.16,straight_line_fee_recognition
REV-0003028,ORG-200912,PTR-002,2025-08,2824.43,2824.43,straight_line_fee_recognition
REV-0003029,ORG-200912,PTR-002,2025-09,2824.43,5648.86,straight_line_fee_recognition
REV-0003030,ORG-200912,PTR-002,2025-10,2824.43,8473.29,straight_line_fee_recognition
REV-0003031,ORG-200913,PTR-005,2022-04,935.12,935.12,straight_line_fee_recognition
REV-0003032,ORG-200913,PTR-005,2022-05,935.12,1870.24,straight_line_fee_recognition
REV-0003033,ORG-200914,PTR-001,2023-12,894.33,894.33,straight_line_fee_recognition
REV-0003034,ORG-200914,PTR-001,2023-12,894.33,1788.66,straight_line_fee_recognition
REV-0003035,ORG-200914,PTR-001,2024-01,894.33,2682.99,straight_line_fee_recognition
REV-0003036,ORG-200914,PTR-001,2024-02,894.33,3577.32,straight_line_fee_recognition
REV-0003037,ORG-200915,PTR-003,2024-09,2926.47,2926.47,straight_line_fee_recognition
REV-0003038,ORG-200915,PTR-003,2024-10,2926.47,5852.94,straight_line_fee_recognition
REV-0003039,ORG-200916,PTR-003,2024-06,4379.38,4379.38,straight_line_fee_recognition
REV-0003040,ORG-200916,PTR-003,2024-07,4379.38,8758.76,straight_line_fee_recognition
REV-0003041,ORG-200917,PTR-003,2025-09,2990.74,2990.74,straight_line_fee_recognition
REV-0003042,ORG-200917,PTR-003,2025-10,2990.74,5981.48,straight_line_fee_recognition
REV-0003043,ORG-200917,PTR-003,2025-11,2990.74,8972.22,straight_line_fee_recognition
REV-0003044,ORG-200917,PTR-003,2025-12,2990.74,11962.96,straight_line_fee_recognition
REV-0003045,ORG-200917,PTR-003,2026-01,2990.74,14953.7,straight_line_fee_recognition
REV-0003046,ORG-200917,PTR-003,2026-02,2990.74,17944.44,straight_line_fee_recognition
REV-0003047,ORG-200918,PTR-001,2024-08,575.23,575.23,straight_line_fee_recognition
REV-0003048,ORG-200918,PTR-001,2024-09,575.23,1150.46,straight_line_fee_recognition
REV-0003049,ORG-200918,PTR-001,2024-10,575.23,1725.69,straight_line_fee_recognition
REV-0003050,ORG-200918,PTR-001,2024-11,575.23,2300.92,straight_line_fee_recognition
REV-0003051,ORG-200919,PTR-003,2025-04,1723.4,1723.4,straight_line_fee_recognition
REV-0003052,ORG-200919,PTR-003,2025-05,1723.4,3446.8,straight_line_fee_recognition
REV-0003053,ORG-200919,PTR-003,2025-06,1723.4,5170.2,straight_line_fee_recognition
REV-0003054,ORG-200920,PTR-002,2024-12,4235.18,4235.18,straight_line_fee_recognition
REV-0003055,ORG-200920,PTR-002,2025-01,4235.18,8470.36,straight_line_fee_recognition
REV-0003056,ORG-200921,PTR-003,2026-02,1726.47,1726.47,straight_line_fee_recognition
REV-0003057,ORG-200921,PTR-003,2026-03,1726.47,3452.94,straight_line_fee_recognition
REV-0003058,ORG-200921,PTR-003,2026-04,1726.47,5179.41,straight_line_fee_recognition
REV-0003059,ORG-200921,PTR-003,2026-05,1726.47,6905.88,straight_line_fee_recognition
REV-0003060,ORG-200921,PTR-003,2026-06,1726.47,8632.35,straight_line_fee_recognition
REV-0003061,ORG-200921,PTR-003,2026-07,1726.47,10358.82,straight_line_fee_recognition
REV-0003062,ORG-200922,PTR-003,2024-05,3001.63,3001.63,straight_line_fee_recognition
REV-0003063,ORG-200922,PTR-003,2024-06,3001.63,6003.26,straight_line_fee_recognition
REV-0003064,ORG-200922,PTR-003,2024-07,3001.63,9004.89,straight_line_fee_recognition
REV-0003065,ORG-200922,PTR-003,2024-08,3001.63,12006.52,straight_line_fee_recognition
REV-0003066,ORG-200922,PTR-003,2024-09,3001.63,15008.15,straight_line_fee_recognition
REV-0003067,ORG-200922,PTR-003,2024-10,3001.63,18009.78,straight_line_fee_recognition
REV-0003068,ORG-200922,PTR-003,2024-11,3001.63,21011.41,straight_line_fee_recognition
REV-0003069,ORG-200922,PTR-003,2024-12,3001.63,24013.04,straight_line_fee_recognition
REV-0003070,ORG-200922,PTR-003,2025-01,3001.63,27014.67,straight_line_fee_recognition
REV-0003071,ORG-200922,PTR-003,2025-02,3001.63,30016.3,straight_line_fee_recognition
REV-0003072,ORG-200923,PTR-002,2026-04,120.55,120.55,straight_line_fee_recognition
REV-0003073,ORG-200923,PTR-002,2026-05,120.55,241.1,straight_line_fee_recognition
REV-0003074,ORG-200923,PTR-002,2026-06,120.55,361.65,straight_line_fee_recognition
REV-0003075,ORG-200924,PTR-001,2024-07,2277.12,2277.12,straight_line_fee_recognition
REV-0003076,ORG-200924,PTR-001,2024-08,2277.12,4554.24,straight_line_fee_recognition
REV-0003077,ORG-200924,PTR-001,2024-09,2277.12,6831.36,straight_line_fee_recognition
REV-0003078,ORG-200924,PTR-001,2024-10,2277.12,9108.48,straight_line_fee_recognition
REV-0003079,ORG-200925,PTR-006,2025-09,459.5,459.5,straight_line_fee_recognition
REV-0003080,ORG-200925,PTR-006,2025-10,459.5,919.0,straight_line_fee_recognition
REV-0003081,ORG-200926,PTR-005,2022-09,2744.96,2744.96,straight_line_fee_recognition
REV-0003082,ORG-200926,PTR-005,2022-10,2744.96,5489.92,straight_line_fee_recognition
REV-0003083,ORG-200926,PTR-005,2022-11,2744.96,8234.88,straight_line_fee_recognition
REV-0003084,ORG-200926,PTR-005,2022-12,2744.96,10979.84,straight_line_fee_recognition
REV-0003085,ORG-200926,PTR-005,2023-01,2744.96,13724.8,straight_line_fee_recognition
REV-0003086,ORG-200926,PTR-005,2023-02,2744.96,16469.76,straight_line_fee_recognition
REV-0003087,ORG-200927,PTR-003,2022-04,3455.46,3455.46,straight_line_fee_recognition
REV-0003088,ORG-200927,PTR-003,2022-05,3455.46,6910.92,straight_line_fee_recognition
REV-0003089,ORG-200927,PTR-003,2022-06,3455.46,10366.38,straight_line_fee_recognition
REV-0003090,ORG-200928,PTR-004,2023-12,1983.79,1983.79,straight_line_fee_recognition
REV-0003091,ORG-200928,PTR-004,2024-01,1983.79,3967.58,straight_line_fee_recognition
REV-0003092,ORG-200929,PTR-002,2025-11,3432.95,3432.95,straight_line_fee_recognition
REV-0003093,ORG-200929,PTR-002,2025-12,3432.95,6865.9,straight_line_fee_recognition
REV-0003094,ORG-200929,PTR-002,2026-01,3432.95,10298.85,straight_line_fee_recognition
REV-0003095,ORG-200930,PTR-003,2022-08,1527.95,1527.95,straight_line_fee_recognition
REV-0003096,ORG-200930,PTR-003,2022-09,1527.95,3055.9,straight_line_fee_recognition
REV-0003097,ORG-200931,PTR-002,2022-11,2617.43,2617.43,straight_line_fee_recognition
REV-0003098,ORG-200931,PTR-002,2022-12,2617.43,5234.86,straight_line_fee_recognition
REV-0003099,ORG-200931,PTR-002,2023-01,2617.43,7852.29,straight_line_fee_recognition
REV-0003100,ORG-200931,PTR-002,2023-02,2617.43,10469.72,straight_line_fee_recognition
REV-0003101,ORG-200931,PTR-002,2023-03,2617.43,13087.15,straight_line_fee_recognition
REV-0003102,ORG-200932,PTR-001,2024-07,187.49,187.49,straight_line_fee_recognition
REV-0003103,ORG-200932,PTR-001,2024-08,187.49,374.98,straight_line_fee_recognition
REV-0003104,ORG-200932,PTR-001,2024-09,187.49,562.47,straight_line_fee_recognition
REV-0003105,ORG-200933,PTR-001,2026-03,655.09,655.09,straight_line_fee_recognition
REV-0003106,ORG-200933,PTR-001,2026-04,655.09,1310.18,straight_line_fee_recognition
REV-0003107,ORG-200934,PTR-006,2024-05,1642.75,1642.75,straight_line_fee_recognition
REV-0003108,ORG-200934,PTR-006,2024-06,1642.75,3285.5,straight_line_fee_recognition
REV-0003109,ORG-200935,PTR-002,2022-12,270.0,270.0,straight_line_fee_recognition
REV-0003110,ORG-200935,PTR-002,2023-01,270.0,540.0,straight_line_fee_recognition
REV-0003111,ORG-200936,PTR-004,2022-05,280.75,280.75,straight_line_fee_recognition
REV-0003112,ORG-200936,PTR-004,2022-06,280.75,561.5,straight_line_fee_recognition
REV-0003113,ORG-200936,PTR-004,2022-07,280.75,842.25,straight_line_fee_recognition
REV-0003114,ORG-200936,PTR-004,2022-08,280.75,1123.0,straight_line_fee_recognition
REV-0003115,ORG-200937,PTR-004,2026-01,93.51,93.51,straight_line_fee_recognition
REV-0003116,ORG-200937,PTR-004,2026-02,93.51,187.02,straight_line_fee_recognition
REV-0003117,ORG-200937,PTR-004,2026-03,93.51,280.53,straight_line_fee_recognition
REV-0003118,ORG-200937,PTR-004,2026-04,93.51,374.04,straight_line_fee_recognition
REV-0003119,ORG-200937,PTR-004,2026-05,93.51,467.55,straight_line_fee_recognition
REV-0003120,ORG-200938,PTR-005,2025-05,2529.77,2529.77,straight_line_fee_recognition
REV-0003121,ORG-200938,PTR-005,2025-06,2529.77,5059.54,straight_line_fee_recognition
REV-0003122,ORG-200939,PTR-003,2023-12,6056.23,6056.23,straight_line_fee_recognition
REV-0003123,ORG-200939,PTR-003,2024-01,6056.23,12112.46,straight_line_fee_recognition
REV-0003124,ORG-200939,PTR-003,2024-02,6056.23,18168.69,straight_line_fee_recognition
REV-0003125,ORG-200939,PTR-003,2024-03,6056.23,24224.92,straight_line_fee_recognition
REV-0003126,ORG-200940,PTR-001,2024-05,1063.95,1063.95,straight_line_fee_recognition
REV-0003127,ORG-200940,PTR-001,2024-06,1063.95,2127.9,straight_line_fee_recognition
REV-0003128,ORG-200940,PTR-001,2024-07,1063.95,3191.85,straight_line_fee_recognition
REV-0003129,ORG-200941,PTR-006,2024-04,388.1,388.1,straight_line_fee_recognition
REV-0003130,ORG-200941,PTR-006,2024-05,388.1,776.2,straight_line_fee_recognition
REV-0003131,ORG-200942,PTR-001,2024-09,2539.68,2539.68,straight_line_fee_recognition
REV-0003132,ORG-200942,PTR-001,2024-10,2539.68,5079.36,straight_line_fee_recognition
REV-0003133,ORG-200942,PTR-001,2024-11,2539.68,7619.04,straight_line_fee_recognition
REV-0003134,ORG-200942,PTR-001,2024-12,2539.68,10158.72,straight_line_fee_recognition
REV-0003135,ORG-200943,PTR-006,2025-03,1997.38,1997.38,straight_line_fee_recognition
REV-0003136,ORG-200943,PTR-006,2025-04,1997.38,3994.76,straight_line_fee_recognition
REV-0003137,ORG-200943,PTR-006,2025-05,1997.38,5992.14,straight_line_fee_recognition
REV-0003138,ORG-200943,PTR-006,2025-06,1997.38,7989.52,straight_line_fee_recognition
REV-0003139,ORG-200943,PTR-006,2025-07,1997.38,9986.9,straight_line_fee_recognition
REV-0003140,ORG-200943,PTR-006,2025-08,1997.38,11984.28,straight_line_fee_recognition
REV-0003141,ORG-200944,PTR-002,2024-01,4013.56,4013.56,straight_line_fee_recognition
REV-0003142,ORG-200944,PTR-002,2024-02,4013.56,8027.12,straight_line_fee_recognition
REV-0003143,ORG-200944,PTR-002,2024-03,4013.56,12040.68,straight_line_fee_recognition
REV-0003144,ORG-200945,PTR-002,2024-02,1603.54,1603.54,straight_line_fee_recognition
REV-0003145,ORG-200945,PTR-002,2024-03,1603.54,3207.08,straight_line_fee_recognition
REV-0003146,ORG-200945,PTR-002,2024-04,1603.54,4810.62,straight_line_fee_recognition
REV-0003147,ORG-200945,PTR-002,2024-05,1603.54,6414.16,straight_line_fee_recognition
REV-0003148,ORG-200946,PTR-005,2024-01,1295.38,1295.38,straight_line_fee_recognition
REV-0003149,ORG-200947,PTR-005,2025-01,4800.26,4800.26,straight_line_fee_recognition
REV-0003150,ORG-200947,PTR-005,2025-02,4800.26,9600.52,straight_line_fee_recognition
REV-0003151,ORG-200947,PTR-005,2025-03,4800.26,14400.78,straight_line_fee_recognition
REV-0003152,ORG-200948,PTR-005,2022-11,3110.6,3110.6,straight_line_fee_recognition
REV-0003153,ORG-200948,PTR-005,2022-12,3110.6,6221.2,straight_line_fee_recognition
REV-0003154,ORG-200948,PTR-005,2023-01,3110.6,9331.8,straight_line_fee_recognition
REV-0003155,ORG-200949,PTR-005,2022-09,2872.09,2872.09,straight_line_fee_recognition
REV-0003156,ORG-200949,PTR-005,2022-10,2872.09,5744.18,straight_line_fee_recognition
REV-0003157,ORG-200949,PTR-005,2022-11,2872.09,8616.27,straight_line_fee_recognition
REV-0003158,ORG-200950,PTR-004,2026-04,673.01,673.01,straight_line_fee_recognition
REV-0003159,ORG-200950,PTR-004,2026-05,673.01,1346.02,straight_line_fee_recognition
