repayment_id,origination_id,partner_id,payment_date,remittance_amount_usd,cumulative_repaid_usd,payment_method
RPY-0009665,ORG-200899,PTR-004,2024-02-02,2410.78,45440.48,ach_remittance
RPY-0009666,ORG-200899,PTR-004,2024-02-09,1830.99,47271.47,ach_remittance
RPY-0009667,ORG-200899,PTR-004,2024-02-16,2433.43,49704.9,ach_remittance
RPY-0009668,ORG-200899,PTR-004,2024-02-23,1518.06,51222.96,ach_remittance
RPY-0009669,ORG-200899,PTR-004,2024-03-01,3012.45,54235.41,ach_remittance
RPY-0009670,ORG-200899,PTR-004,2024-03-08,2639.8,56875.21,ach_remittance
RPY-0009671,ORG-200899,PTR-004,2024-03-15,1893.5,58768.71,ach_remittance
RPY-0009672,ORG-200899,PTR-004,2024-03-22,1754.52,60523.23,ach_remittance
RPY-0009673,ORG-200899,PTR-004,2024-03-29,776.82,61300.05,ach_remittance
RPY-0009674,ORG-200900,PTR-005,2025-01-02,7328.57,7328.57,ach_remittance
RPY-0009675,ORG-200900,PTR-005,2025-01-09,8512.5,15841.07,ach_remittance
RPY-0009676,ORG-200900,PTR-005,2025-01-16,4879.44,20720.51,ach_remittance
RPY-0009677,ORG-200900,PTR-005,2025-01-23,4741.63,25462.14,ach_remittance
RPY-0009678,ORG-200900,PTR-005,2025-01-30,5636.21,31098.35,ach_remittance
RPY-0009679,ORG-200900,PTR-005,2025-02-06,9249.71,40348.06,ach_remittance
RPY-0009680,ORG-200900,PTR-005,2025-02-13,6709.88,47057.94,ach_remittance
RPY-0009681,ORG-200900,PTR-005,2025-02-20,11799.29,58857.23,ach_remittance
RPY-0009682,ORG-200901,PTR-003,2023-04-03,972.0,972.0,ach_remittance
RPY-0009683,ORG-200901,PTR-003,2023-04-10,1304.97,2276.97,ach_remittance
RPY-0009684,ORG-200901,PTR-003,2023-04-17,1133.46,3410.43,ach_remittance
RPY-0009685,ORG-200901,PTR-003,2023-04-24,1711.61,5122.04,ach_remittance
RPY-0009686,ORG-200901,PTR-003,2023-05-01,1400.44,6522.48,ach_remittance
RPY-0009687,ORG-200901,PTR-003,2023-05-08,1297.17,7819.65,ach_remittance
RPY-0009688,ORG-200901,PTR-003,2023-05-15,1040.47,8860.12,ach_remittance
RPY-0009689,ORG-200901,PTR-003,2023-05-22,2032.6,10892.72,manual_payment
RPY-0009690,ORG-200901,PTR-003,2023-05-29,1108.24,12000.96,ach_remittance
RPY-0009691,ORG-200901,PTR-003,2023-06-05,1240.72,13241.68,ach_remittance
RPY-0009692,ORG-200901,PTR-003,2023-06-12,4223.73,17465.41,ach_remittance
RPY-0009693,ORG-200902,PTR-005,2023-04-16,2161.66,2161.66,ach_remittance
RPY-0009694,ORG-200902,PTR-005,2023-04-23,2242.14,4403.8,ach_remittance
RPY-0009695,ORG-200902,PTR-005,2023-04-30,2257.42,6661.22,ach_remittance
RPY-0009696,ORG-200902,PTR-005,2023-05-07,1420.17,8081.39,ach_remittance
RPY-0009697,ORG-200902,PTR-005,2023-05-14,2179.45,10260.84,ach_remittance
RPY-0009698,ORG-200902,PTR-005,2023-05-21,2747.27,13008.11,ach_remittance
RPY-0009699,ORG-200903,PTR-004,2024-10-09,526.67,526.67,ach_remittance
RPY-0009700,ORG-200903,PTR-004,2024-10-16,638.86,1165.53,ach_remittance
RPY-0009701,ORG-200903,PTR-004,2024-10-23,620.2,1785.73,ach_remittance
RPY-0009702,ORG-200903,PTR-004,2024-10-30,709.81,2495.54,ach_remittance
RPY-0009703,ORG-200903,PTR-004,2024-11-06,1112.5,3608.04,ach_remittance
RPY-0009704,ORG-200903,PTR-004,2024-11-13,688.84,4296.88,ach_remittance
RPY-0009705,ORG-200903,PTR-004,2024-11-20,574.78,4871.66,ach_remittance
RPY-0009706,ORG-200903,PTR-004,2024-11-27,1752.83,6624.49,ach_remittance
RPY-0009707,ORG-200904,PTR-006,2024-04-11,3660.46,3660.46,ach_remittance
RPY-0009708,ORG-200904,PTR-006,2024-04-18,1611.52,5271.98,ach_remittance
RPY-0009709,ORG-200904,PTR-006,2024-04-25,2534.57,7806.55,ach_remittance
RPY-0009710,ORG-200904,PTR-006,2024-05-02,1879.35,9685.9,ach_remittance
RPY-0009711,ORG-200904,PTR-006,2024-05-09,2746.64,12432.54,ach_remittance
RPY-0009712,ORG-200904,PTR-006,2024-05-16,3414.12,15846.66,ach_remittance
RPY-0009713,ORG-200904,PTR-006,2024-05-23,3037.9,18884.56,ach_remittance
RPY-0009714,ORG-200904,PTR-006,2024-05-30,1840.62,20725.18,ach_remittance
RPY-0009715,ORG-200904,PTR-006,2024-06-06,2034.21,22759.39,ach_remittance
RPY-0009716,ORG-200904,PTR-006,2024-06-13,2462.84,25222.23,ach_remittance
RPY-0009717,ORG-200904,PTR-006,2024-06-20,1933.84,27156.07,ach_remittance
RPY-0009718,ORG-200904,PTR-006,2024-06-27,2137.9,29293.97,ach_remittance
RPY-0009719,ORG-200904,PTR-006,2024-07-04,2486.77,31780.74,ach_remittance
RPY-0009720,ORG-200904,PTR-006,2024-07-11,2040.48,33821.22,ach_remittance
RPY-0009721,ORG-200904,PTR-006,2024-07-18,3382.49,37203.71,ach_remittance
RPY-0009722,ORG-200904,PTR-006,2024-07-25,3110.78,40314.49,ach_remittance
RPY-0009723,ORG-200904,PTR-006,2024-08-01,2824.0,43138.49,ach_remittance
RPY-0009724,ORG-200904,PTR-006,2024-08-08,2789.53,45928.02,ach_remittance
RPY-0009725,ORG-200904,PTR-006,2024-08-15,1662.59,47590.61,ach_remittance
RPY-0009726,ORG-200904,PTR-006,2024-08-22,2980.19,50570.8,ach_remittance
RPY-0009727,ORG-200904,PTR-006,2024-08-29,3460.59,54031.39,ach_remittance
RPY-0009728,ORG-200904,PTR-006,2024-09-05,3674.24,57705.63,manual_payment
RPY-0009729,ORG-200904,PTR-006,2024-09-12,2012.78,59718.41,ach_remittance
RPY-0009730,ORG-200904,PTR-006,2024-09-19,2144.32,61862.73,ach_remittance
RPY-0009731,ORG-200904,PTR-006,2024-09-26,2686.25,64548.98,ach_remittance
RPY-0009732,ORG-200904,PTR-006,2024-10-03,4136.87,68685.85,ach_remittance
RPY-0009733,ORG-200905,PTR-005,2024-03-14,5183.69,5183.69,ach_remittance
RPY-0009734,ORG-200905,PTR-005,2024-03-21,5275.3,10458.99,ach_remittance
RPY-0009735,ORG-200905,PTR-005,2024-03-28,3113.62,13572.61,ach_remittance
RPY-0009736,ORG-200906,PTR-002,2025-02-12,5903.55,5903.55,ach_remittance
RPY-0009737,ORG-200906,PTR-002,2025-02-19,3674.34,9577.89,ach_remittance
RPY-0009738,ORG-200906,PTR-002,2025-02-26,5908.42,15486.31,ach_remittance
RPY-0009739,ORG-200906,PTR-002,2025-03-05,3813.37,19299.68,ach_remittance
RPY-0009740,ORG-200906,PTR-002,2025-03-12,5177.82,24477.5,ach_remittance
RPY-0009741,ORG-200906,PTR-002,2025-03-19,5105.35,29582.85,ach_remittance
RPY-0009742,ORG-200906,PTR-002,2025-03-26,4138.58,33721.43,ach_remittance
RPY-0009743,ORG-200906,PTR-002,2025-04-02,5256.18,38977.61,ach_remittance
RPY-0009744,ORG-200906,PTR-002,2025-04-09,5525.96,44503.57,ach_remittance
RPY-0009745,ORG-200906,PTR-002,2025-04-16,4958.08,49461.65,ach_remittance
RPY-0009746,ORG-200906,PTR-002,2025-04-23,3668.32,53129.97,ach_remittance
RPY-0009747,ORG-200906,PTR-002,2025-04-30,13818.06,66948.03,ach_remittance
RPY-0009748,ORG-200907,PTR-004,2026-06-07,538.9,538.9,ach_remittance
RPY-0009749,ORG-200907,PTR-004,2026-06-14,810.53,1349.43,ach_remittance
RPY-0009750,ORG-200907,PTR-004,2026-06-21,655.45,2004.88,ach_remittance
RPY-0009751,ORG-200907,PTR-004,2026-06-28,440.86,2445.74,manual_payment
RPY-0009752,ORG-200907,PTR-004,2026-07-05,471.72,2917.46,ach_remittance
RPY-0009753,ORG-200907,PTR-004,2026-07-12,614.78,3532.24,ach_remittance
RPY-0009754,ORG-200907,PTR-004,2026-07-19,425.36,3957.6,ach_remittance
RPY-0009755,ORG-200907,PTR-004,2026-07-26,850.11,4807.71,ach_remittance
RPY-0009756,ORG-200907,PTR-004,2026-08-02,567.61,5375.32,ach_remittance
RPY-0009757,ORG-200907,PTR-004,2026-08-09,855.08,6230.4,ach_remittance
RPY-0009758,ORG-200908,PTR-005,2023-06-04,421.0,421.0,ach_remittance
RPY-0009759,ORG-200908,PTR-005,2023-06-11,948.1,1369.1,ach_remittance
RPY-0009760,ORG-200908,PTR-005,2023-06-18,723.46,2092.56,manual_payment
RPY-0009761,ORG-200908,PTR-005,2023-06-25,948.35,3040.91,ach_remittance
RPY-0009762,ORG-200908,PTR-005,2023-07-02,701.34,3742.25,ach_remittance
RPY-0009763,ORG-200908,PTR-005,2023-07-09,619.78,4362.03,ach_remittance
RPY-0009764,ORG-200908,PTR-005,2023-07-16,724.34,5086.37,ach_remittance
RPY-0009765,ORG-200908,PTR-005,2023-07-23,391.52,5477.89,ach_remittance
RPY-0009766,ORG-200909,PTR-004,2022-12-29,2284.88,2284.88,ach_remittance
RPY-0009767,ORG-200909,PTR-004,2023-01-05,3478.54,5763.42,ach_remittance
RPY-0009768,ORG-200909,PTR-004,2023-01-12,3338.38,9101.8,ach_remittance
RPY-0009769,ORG-200909,PTR-004,2023-01-19,2449.71,11551.51,ach_remittance
RPY-0009770,ORG-200909,PTR-004,2023-01-26,3020.35,14571.86,ach_remittance
RPY-0009771,ORG-200909,PTR-004,2023-02-02,3346.08,17917.94,ach_remittance
RPY-0009772,ORG-200909,PTR-004,2023-02-09,1900.06,19818.0,ach_remittance
RPY-0009773,ORG-200909,PTR-004,2023-02-16,2489.74,22307.74,manual_payment
RPY-0009774,ORG-200909,PTR-004,2023-02-23,1739.62,24047.36,ach_remittance
RPY-0009775,ORG-200909,PTR-004,2023-03-02,2869.44,26916.8,manual_payment
RPY-0009776,ORG-200909,PTR-004,2023-03-09,3446.68,30363.48,ach_remittance
RPY-0009777,ORG-200909,PTR-004,2023-03-16,1920.43,32283.91,ach_remittance
RPY-0009778,ORG-200909,PTR-004,2023-03-23,2974.6,35258.51,ach_remittance
RPY-0009779,ORG-200909,PTR-004,2023-03-30,1516.49,36775.0,ach_remittance
RPY-0009780,ORG-200909,PTR-004,2023-04-06,2359.35,39134.35,ach_remittance
RPY-0009781,ORG-200909,PTR-004,2023-04-13,2528.92,41663.27,ach_remittance
RPY-0009782,ORG-200909,PTR-004,2023-04-20,3250.58,44913.85,ach_remittance
RPY-0009783,ORG-200909,PTR-004,2023-04-27,2351.49,47265.34,manual_payment
RPY-0009784,ORG-200909,PTR-004,2023-05-04,2975.94,50241.28,ach_remittance
RPY-0009785,ORG-200910,PTR-006,2023-03-19,1600.79,1600.79,ach_remittance
RPY-0009786,ORG-200910,PTR-006,2023-03-26,938.27,2539.06,ach_remittance
RPY-0009787,ORG-200910,PTR-006,2023-04-02,843.37,3382.43,ach_remittance
RPY-0009788,ORG-200910,PTR-006,2023-04-09,1138.92,4521.35,ach_remittance
RPY-0009789,ORG-200910,PTR-006,2023-04-16,1293.09,5814.44,ach_remittance
RPY-0009790,ORG-200910,PTR-006,2023-04-23,1391.7,7206.14,ach_remittance
RPY-0009791,ORG-200910,PTR-006,2023-04-30,1050.48,8256.62,ach_remittance
RPY-0009792,ORG-200910,PTR-006,2023-05-07,931.19,9187.81,ach_remittance
RPY-0009793,ORG-200910,PTR-006,2023-05-14,1097.08,10284.89,ach_remittance
RPY-0009794,ORG-200910,PTR-006,2023-05-21,1042.49,11327.38,ach_remittance
RPY-0009795,ORG-200910,PTR-006,2023-05-28,1224.67,12552.05,ach_remittance
RPY-0009796,ORG-200910,PTR-006,2023-06-04,1095.4,13647.45,manual_payment
RPY-0009797,ORG-200910,PTR-006,2023-06-11,1013.62,14661.07,ach_remittance
RPY-0009798,ORG-200910,PTR-006,2023-06-18,1366.96,16028.03,ach_remittance
RPY-0009799,ORG-200910,PTR-006,2023-06-25,1096.07,17124.1,ach_remittance
RPY-0009800,ORG-200910,PTR-006,2023-07-02,982.52,18106.62,manual_payment
RPY-0009801,ORG-200910,PTR-006,2023-07-09,1275.34,19381.96,ach_remittance
RPY-0009802,ORG-200910,PTR-006,2023-07-16,1400.37,20782.33,ach_remittance
RPY-0009803,ORG-200910,PTR-006,2023-07-23,1143.65,21925.98,ach_remittance
RPY-0009804,ORG-200910,PTR-006,2023-07-30,693.97,22619.95,ach_remittance
RPY-0009805,ORG-200910,PTR-006,2023-08-06,1312.72,23932.67,ach_remittance
RPY-0009806,ORG-200910,PTR-006,2023-08-13,1250.18,25182.85,ach_remittance
RPY-0009807,ORG-200910,PTR-006,2023-08-20,897.35,26080.2,ach_remittance
RPY-0009808,ORG-200910,PTR-006,2023-08-27,994.5,27074.7,manual_payment
RPY-0009809,ORG-200910,PTR-006,2023-09-03,1093.84,28168.54,ach_remittance
RPY-0009810,ORG-200910,PTR-006,2023-09-10,945.72,29114.26,ach_remittance
RPY-0009811,ORG-200910,PTR-006,2023-09-17,1884.51,30998.77,manual_payment
RPY-0009812,ORG-200911,PTR-004,2023-05-30,3944.22,3944.22,ach_remittance
RPY-0009813,ORG-200911,PTR-004,2023-06-06,3305.77,7249.99,ach_remittance
RPY-0009814,ORG-200911,PTR-004,2023-06-13,3498.13,10748.12,ach_remittance
RPY-0009815,ORG-200911,PTR-004,2023-06-20,2761.84,13509.96,manual_payment
RPY-0009816,ORG-200911,PTR-004,2023-06-27,3548.69,17058.65,ach_remittance
RPY-0009817,ORG-200911,PTR-004,2023-07-04,2517.67,19576.32,ach_remittance
RPY-0009818,ORG-200911,PTR-004,2023-07-11,2596.68,22173.0,ach_remittance
RPY-0009819,ORG-200911,PTR-004,2023-07-18,3974.89,26147.89,ach_remittance
RPY-0009820,ORG-200911,PTR-004,2023-07-25,1780.86,27928.75,ach_remittance
RPY-0009821,ORG-200911,PTR-004,2023-08-01,635.73,28564.48,ach_remittance
RPY-0009822,ORG-200912,PTR-002,2025-08-26,6821.42,6821.42,ach_remittance
RPY-0009823,ORG-200912,PTR-002,2025-09-02,4465.23,11286.65,ach_remittance
RPY-0009824,ORG-200912,PTR-002,2025-09-09,3072.88,14359.53,ach_remittance
RPY-0009825,ORG-200912,PTR-002,2025-09-16,6272.32,20631.85,ach_remittance
RPY-0009826,ORG-200912,PTR-002,2025-09-23,4822.72,25454.57,ach_remittance
RPY-0009827,ORG-200912,PTR-002,2025-09-30,5153.23,30607.8,ach_remittance
RPY-0009828,ORG-200912,PTR-002,2025-10-07,3542.14,34149.94,ach_remittance
RPY-0009829,ORG-200913,PTR-005,2022-04-09,3147.01,3147.01,ach_remittance
RPY-0009830,ORG-200913,PTR-005,2022-04-16,1900.84,5047.85,ach_remittance
RPY-0009831,ORG-200913,PTR-005,2022-04-23,2785.93,7833.78,ach_remittance
RPY-0009832,ORG-200913,PTR-005,2022-04-30,2662.28,10496.06,ach_remittance
RPY-0009833,ORG-200913,PTR-005,2022-05-07,2679.53,13175.59,ach_remittance
RPY-0009834,ORG-200913,PTR-005,2022-05-14,3305.95,16481.54,ach_remittance
RPY-0009835,ORG-200914,PTR-001,2023-12-08,1121.75,1121.75,ach_remittance
RPY-0009836,ORG-200914,PTR-001,2023-12-15,1426.7,2548.45,ach_remittance
RPY-0009837,ORG-200914,PTR-001,2023-12-22,801.58,3350.03,ach_remittance
RPY-0009838,ORG-200914,PTR-001,2023-12-29,798.8,4148.83,ach_remittance
RPY-0009839,ORG-200914,PTR-001,2024-01-05,1310.34,5459.17,ach_remittance
RPY-0009840,ORG-200914,PTR-001,2024-01-12,1544.51,7003.68,manual_payment
RPY-0009841,ORG-200914,PTR-001,2024-01-19,856.43,7860.11,ach_remittance
RPY-0009842,ORG-200914,PTR-001,2024-01-26,1486.45,9346.56,ach_remittance
RPY-0009843,ORG-200914,PTR-001,2024-02-02,891.86,10238.42,ach_remittance
RPY-0009844,ORG-200914,PTR-001,2024-02-09,956.04,11194.46,ach_remittance
RPY-0009845,ORG-200914,PTR-001,2024-02-16,1178.34,12372.8,manual_payment
RPY-0009846,ORG-200914,PTR-001,2024-02-23,993.04,13365.84,ach_remittance
RPY-0009847,ORG-200914,PTR-001,2024-03-01,961.44,14327.28,ach_remittance
RPY-0009848,ORG-200914,PTR-001,2024-03-08,1142.23,15469.51,ach_remittance
RPY-0009849,ORG-200914,PTR-001,2024-03-15,3757.15,19226.66,ach_remittance
RPY-0009850,ORG-200915,PTR-003,2024-10-06,5189.03,5189.03,ach_remittance
RPY-0009851,ORG-200915,PTR-003,2024-10-13,6006.39,11195.42,ach_remittance
RPY-0009852,ORG-200915,PTR-003,2024-10-20,6162.39,17357.81,ach_remittance
RPY-0009853,ORG-200915,PTR-003,2024-10-27,3830.96,21188.77,ach_remittance
RPY-0009854,ORG-200915,PTR-003,2024-11-03,6460.52,27649.29,ach_remittance
RPY-0009855,ORG-200915,PTR-003,2024-11-10,5300.67,32949.96,ach_remittance
RPY-0009856,ORG-200916,PTR-003,2024-06-12,3303.38,3303.38,ach_remittance
RPY-0009857,ORG-200916,PTR-003,2024-06-19,5165.3,8468.68,ach_remittance
RPY-0009858,ORG-200916,PTR-003,2024-06-26,4374.26,12842.94,ach_remittance
RPY-0009859,ORG-200916,PTR-003,2024-07-03,4035.49,16878.43,ach_remittance
RPY-0009860,ORG-200916,PTR-003,2024-07-10,2998.16,19876.59,ach_remittance
RPY-0009861,ORG-200916,PTR-003,2024-07-17,4163.21,24039.8,ach_remittance
RPY-0009862,ORG-200916,PTR-003,2024-07-24,3176.03,27215.83,ach_remittance
RPY-0009863,ORG-200916,PTR-003,2024-07-31,4708.64,31924.47,ach_remittance
RPY-0009864,ORG-200917,PTR-003,2025-09-18,5523.56,5523.56,ach_remittance
RPY-0009865,ORG-200917,PTR-003,2025-09-25,3515.63,9039.19,ach_remittance
RPY-0009866,ORG-200917,PTR-003,2025-10-02,5091.21,14130.4,ach_remittance
RPY-0009867,ORG-200917,PTR-003,2025-10-09,6060.32,20190.72,ach_remittance
RPY-0009868,ORG-200917,PTR-003,2025-10-16,5902.2,26092.92,ach_remittance
RPY-0009869,ORG-200917,PTR-003,2025-10-23,3347.65,29440.57,ach_remittance
RPY-0009870,ORG-200917,PTR-003,2025-10-30,5667.17,35107.74,ach_remittance
RPY-0009871,ORG-200917,PTR-003,2025-11-06,4114.09,39221.83,ach_remittance
RPY-0009872,ORG-200917,PTR-003,2025-11-13,6151.43,45373.26,manual_payment
RPY-0009873,ORG-200917,PTR-003,2025-11-20,3258.13,48631.39,ach_remittance
RPY-0009874,ORG-200917,PTR-003,2025-11-27,5212.53,53843.92,ach_remittance
RPY-0009875,ORG-200917,PTR-003,2025-12-04,3500.57,57344.49,manual_payment
RPY-0009876,ORG-200917,PTR-003,2025-12-11,4997.87,62342.36,ach_remittance
RPY-0009877,ORG-200917,PTR-003,2025-12-18,6144.67,68487.03,ach_remittance
RPY-0009878,ORG-200917,PTR-003,2025-12-25,5533.78,74020.81,ach_remittance
RPY-0009879,ORG-200918,PTR-001,2024-08-13,1061.55,1061.55,ach_remittance
RPY-0009880,ORG-200918,PTR-001,2024-08-20,1686.24,2747.79,ach_remittance
RPY-0009881,ORG-200918,PTR-001,2024-08-27,1032.11,3779.9,ach_remittance
RPY-0009882,ORG-200918,PTR-001,2024-09-03,1317.16,5097.06,manual_payment
RPY-0009883,ORG-200918,PTR-001,2024-09-10,1074.46,6171.52,manual_payment
RPY-0009884,ORG-200918,PTR-001,2024-09-17,2077.11,8248.63,ach_remittance
RPY-0009885,ORG-200918,PTR-001,2024-09-24,965.5,9214.13,ach_remittance
RPY-0009886,ORG-200918,PTR-001,2024-10-01,1963.25,11177.38,ach_remittance
RPY-0009887,ORG-200918,PTR-001,2024-10-08,1072.37,12249.75,ach_remittance
RPY-0009888,ORG-200918,PTR-001,2024-10-15,1286.08,13535.83,ach_remittance
RPY-0009889,ORG-200918,PTR-001,2024-10-22,1874.45,15410.28,manual_payment
RPY-0009890,ORG-200918,PTR-001,2024-10-29,1208.44,16618.72,ach_remittance
RPY-0009891,ORG-200918,PTR-001,2024-11-05,3266.77,19885.49,ach_remittance
RPY-0009892,ORG-200919,PTR-003,2025-04-23,2341.29,2341.29,ach_remittance
RPY-0009893,ORG-200919,PTR-003,2025-04-30,2807.15,5148.44,ach_remittance
RPY-0009894,ORG-200919,PTR-003,2025-05-07,2565.82,7714.26,ach_remittance
RPY-0009895,ORG-200919,PTR-003,2025-05-14,2924.79,10639.05,manual_payment
RPY-0009896,ORG-200919,PTR-003,2025-05-21,2358.08,12997.13,ach_remittance
RPY-0009897,ORG-200919,PTR-003,2025-05-28,3714.64,16711.77,ach_remittance
RPY-0009898,ORG-200919,PTR-003,2025-06-04,4213.53,20925.3,ach_remittance
RPY-0009899,ORG-200919,PTR-003,2025-06-11,5078.66,26003.96,ach_remittance
RPY-0009900,ORG-200920,PTR-002,2024-12-20,13866.65,13866.65,ach_remittance
RPY-0009901,ORG-200920,PTR-002,2024-12-27,8324.35,22191.0,ach_remittance
RPY-0009902,ORG-200920,PTR-002,2025-01-03,7321.21,29512.21,ach_remittance
RPY-0009903,ORG-200920,PTR-002,2025-01-10,12370.94,41883.15,ach_remittance
RPY-0009904,ORG-200920,PTR-002,2025-01-17,10475.02,52358.17,ach_remittance
RPY-0009905,ORG-200921,PTR-003,2026-03-02,1970.83,1970.83,manual_payment
RPY-0009906,ORG-200921,PTR-003,2026-03-09,2423.1,4393.93,ach_remittance
RPY-0009907,ORG-200921,PTR-003,2026-03-16,1902.59,6296.52,ach_remittance
RPY-0009908,ORG-200921,PTR-003,2026-03-23,1449.84,7746.36,ach_remittance
RPY-0009909,ORG-200921,PTR-003,2026-03-30,1423.61,9169.97,ach_remittance
RPY-0009910,ORG-200921,PTR-003,2026-04-06,2131.44,11301.41,ach_remittance
RPY-0009911,ORG-200921,PTR-003,2026-04-13,2009.93,13311.34,ach_remittance
RPY-0009912,ORG-200921,PTR-003,2026-04-20,2653.41,15964.75,ach_remittance
RPY-0009913,ORG-200921,PTR-003,2026-04-27,1760.05,17724.8,ach_remittance
RPY-0009914,ORG-200921,PTR-003,2026-05-04,2306.16,20030.96,manual_payment
RPY-0009915,ORG-200921,PTR-003,2026-05-11,1488.2,21519.16,ach_remittance
RPY-0009916,ORG-200921,PTR-003,2026-05-18,1620.35,23139.51,ach_remittance
RPY-0009917,ORG-200921,PTR-003,2026-05-25,2178.48,25317.99,ach_remittance
RPY-0009918,ORG-200921,PTR-003,2026-06-01,2193.86,27511.85,ach_remittance
RPY-0009919,ORG-200921,PTR-003,2026-06-08,2524.78,30036.63,ach_remittance
RPY-0009920,ORG-200921,PTR-003,2026-06-15,1872.18,31908.81,ach_remittance
RPY-0009921,ORG-200921,PTR-003,2026-06-22,1704.31,33613.12,ach_remittance
RPY-0009922,ORG-200921,PTR-003,2026-06-29,2672.23,36285.35,ach_remittance
RPY-0009923,ORG-200921,PTR-003,2026-07-06,2317.18,38602.53,ach_remittance
RPY-0009924,ORG-200921,PTR-003,2026-07-13,1903.24,40505.77,ach_remittance
RPY-0009925,ORG-200921,PTR-003,2026-07-20,2861.7,43367.47,ach_remittance
RPY-0009926,ORG-200921,PTR-003,2026-07-27,2235.85,45603.32,manual_payment
RPY-0009927,ORG-200921,PTR-003,2026-08-03,2278.96,47882.28,ach_remittance
RPY-0009928,ORG-200921,PTR-003,2026-08-10,7100.35,54982.63,ach_remittance
RPY-0009929,ORG-200922,PTR-003,2024-05-30,2606.01,2606.01,ach_remittance
RPY-0009930,ORG-200922,PTR-003,2024-06-06,3811.26,6417.27,ach_remittance
RPY-0009931,ORG-200922,PTR-003,2024-06-13,2579.67,8996.94,ach_remittance
RPY-0009932,ORG-200922,PTR-003,2024-06-20,2612.19,11609.13,manual_payment
RPY-0009933,ORG-200922,PTR-003,2024-06-27,2194.75,13803.88,ach_remittance
RPY-0009934,ORG-200922,PTR-003,2024-07-04,2858.83,16662.71,ach_remittance
RPY-0009935,ORG-200922,PTR-003,2024-07-11,3681.74,20344.45,ach_remittance
RPY-0009936,ORG-200922,PTR-003,2024-07-18,2087.65,22432.1,ach_remittance
RPY-0009937,ORG-200922,PTR-003,2024-07-25,3644.89,26076.99,ach_remittance
RPY-0009938,ORG-200922,PTR-003,2024-08-01,2144.03,28221.02,ach_remittance
RPY-0009939,ORG-200922,PTR-003,2024-08-08,2652.66,30873.68,ach_remittance
RPY-0009940,ORG-200922,PTR-003,2024-08-15,4041.68,34915.36,ach_remittance
RPY-0009941,ORG-200922,PTR-003,2024-08-22,4057.26,38972.62,ach_remittance
RPY-0009942,ORG-200922,PTR-003,2024-08-29,2274.06,41246.68,ach_remittance
RPY-0009943,ORG-200922,PTR-003,2024-09-05,3956.85,45203.53,ach_remittance
RPY-0009944,ORG-200922,PTR-003,2024-09-12,1909.69,47113.22,ach_remittance
RPY-0009945,ORG-200922,PTR-003,2024-09-19,4085.8,51199.02,ach_remittance
RPY-0009946,ORG-200922,PTR-003,2024-09-26,2366.51,53565.53,ach_remittance
RPY-0009947,ORG-200922,PTR-003,2024-10-03,2641.2,56206.73,ach_remittance
RPY-0009948,ORG-200922,PTR-003,2024-10-10,3912.25,60118.98,ach_remittance
RPY-0009949,ORG-200922,PTR-003,2024-10-17,2831.09,62950.07,ach_remittance
RPY-0009950,ORG-200922,PTR-003,2024-10-24,2085.51,65035.58,ach_remittance
RPY-0009951,ORG-200922,PTR-003,2024-10-31,4076.08,69111.66,ach_remittance
RPY-0009952,ORG-200922,PTR-003,2024-11-07,2277.83,71389.49,ach_remittance
RPY-0009953,ORG-200922,PTR-003,2024-11-14,4007.95,75397.44,ach_remittance
RPY-0009954,ORG-200922,PTR-003,2024-11-21,4110.07,79507.51,ach_remittance
RPY-0009955,ORG-200922,PTR-003,2024-11-28,2782.41,82289.92,manual_payment
RPY-0009956,ORG-200922,PTR-003,2024-12-05,3751.34,86041.26,ach_remittance
RPY-0009957,ORG-200922,PTR-003,2024-12-12,3603.85,89645.11,ach_remittance
RPY-0009958,ORG-200922,PTR-003,2024-12-19,3711.12,93356.23,ach_remittance
RPY-0009959,ORG-200922,PTR-003,2024-12-26,1863.21,95219.44,ach_remittance
RPY-0009960,ORG-200922,PTR-003,2025-01-02,3505.69,98725.13,ach_remittance
RPY-0009961,ORG-200922,PTR-003,2025-01-09,1981.43,100706.56,manual_payment
RPY-0009962,ORG-200922,PTR-003,2025-01-16,3967.16,104673.72,ach_remittance
RPY-0009963,ORG-200922,PTR-003,2025-01-23,3127.34,107801.06,ach_remittance
RPY-0009964,ORG-200922,PTR-003,2025-01-30,2014.95,109816.01,ach_remittance
RPY-0009965,ORG-200922,PTR-003,2025-02-06,2882.81,112698.82,ach_remittance
RPY-0009966,ORG-200922,PTR-003,2025-02-13,2725.57,115424.39,ach_remittance
RPY-0009967,ORG-200922,PTR-003,2025-02-20,1902.04,117326.43,ach_remittance
RPY-0009968,ORG-200922,PTR-003,2025-02-27,2114.79,119441.22,ach_remittance
RPY-0009969,ORG-200923,PTR-002,2026-04-18,323.57,323.57,ach_remittance
RPY-0009970,ORG-200923,PTR-002,2026-04-25,366.48,690.05,manual_payment
RPY-0009971,ORG-200923,PTR-002,2026-05-02,443.76,1133.81,manual_payment
RPY-0009972,ORG-200923,PTR-002,2026-05-09,522.54,1656.35,ach_remittance
RPY-0009973,ORG-200923,PTR-002,2026-05-16,548.17,2204.52,ach_remittance
RPY-0009974,ORG-200923,PTR-002,2026-05-23,371.29,2575.81,ach_remittance
RPY-0009975,ORG-200923,PTR-002,2026-05-30,381.22,2957.03,ach_remittance
